longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,house_prices
-118.38,33.81,36.0,1018.0,148.0,329.0,169.0,10.5045,NEAR OCEAN,499679.56
-119.74,36.8,18.0,10862.0,2401.0,5466.0,2209.0,2.4678,INLAND,64688.984
-121.61,39.13,21.0,1432.0,328.0,933.0,336.0,1.6823,INLAND,76988.56
-119.32,37.06,15.0,3111.0,651.0,276.0,107.0,5.1314,INLAND,157834.02
-117.26,34.48,6.0,4632.0,753.0,1851.0,694.0,4.1933,INLAND,150854.0
-122.15,38.04,14.0,2804.0,587.0,1083.0,573.0,2.6466,NEAR BAY,136163.83
-121.99,38.35,45.0,1778.0,339.0,839.0,319.0,2.4659,INLAND,103680.99
-122.3,37.57,36.0,2406.0,436.0,1189.0,403.0,4.7917,NEAR BAY,271667.25
-117.14,32.7,40.0,1227.0,330.0,1199.0,316.0,1.2188,NEAR OCEAN,100702.89
-121.53,36.85,23.0,3359.0,725.0,1862.0,651.0,2.6719,INLAND,183499.34
-118.24,33.97,41.0,1182.0,346.0,1644.0,346.0,2.1473,<1H OCEAN,105716.945
-121.95,37.94,27.0,1469.0,216.0,578.0,219.0,5.9346,INLAND,234752.27
-119.53,34.4,14.0,1671.0,383.0,1079.0,365.0,3.1389,<1H OCEAN,263579.38
-122.38,37.91,18.0,3507.0,711.0,1224.0,676.0,5.0524,NEAR BAY,302241.25
-121.29,38.28,11.0,1554.0,260.0,793.0,233.0,4.8073,INLAND,168008.38
-121.17,38.71,15.0,3084.0,557.0,1040.0,562.0,2.5183,INLAND,151550.88
-121.91,36.63,42.0,817.0,194.0,391.0,193.0,2.1776,<1H OCEAN,214736.4
-118.75,34.18,4.0,16704.0,2704.0,6187.0,2207.0,6.6122,NEAR OCEAN,367856.88
-118.47,34.42,17.0,913.0,228.0,530.0,201.0,3.038,<1H OCEAN,217625.45
-120.93,35.76,11.0,8997.0,1698.0,1825.0,756.0,3.23,<1H OCEAN,209583.89
-122.55,38.07,38.0,3392.0,709.0,1894.0,713.0,3.0573,NEAR BAY,224079.02
-119.17,34.17,21.0,2361.0,464.0,1146.0,396.0,3.6597,NEAR OCEAN,229040.84
-122.48,37.93,16.0,2947.0,802.0,1385.0,743.0,3.6731,NEAR BAY,252693.7
-118.01,33.9,36.0,1382.0,257.0,685.0,255.0,5.125,<1H OCEAN,209091.58
-117.21,33.03,20.0,3370.0,433.0,1020.0,408.0,11.0911,NEAR OCEAN,489196.16
-121.42,37.75,33.0,1329.0,266.0,683.0,233.0,4.3687,INLAND,163967.06
-121.22,38.16,24.0,4411.0,776.0,2038.0,732.0,3.475,INLAND,128975.27
-122.02,36.98,44.0,1153.0,238.0,657.0,219.0,3.2368,NEAR OCEAN,220614.72
-122.18,37.75,43.0,1036.0,233.0,652.0,213.0,2.069,NEAR BAY,89389.11
-121.99,37.26,29.0,2718.0,365.0,982.0,339.0,7.9234,<1H OCEAN,465251.4
-118.5,35.7,18.0,3303.0,814.0,986.0,522.0,1.5957,INLAND,89692.48
-117.11,32.76,29.0,2030.0,545.0,1014.0,518.0,2.2409,NEAR OCEAN,153778.75
-119.78,36.65,27.0,1226.0,240.0,706.0,211.0,2.77,INLAND,67995.79
-118.3,33.86,35.0,1511.0,274.0,853.0,308.0,4.9792,<1H OCEAN,209336.94
-118.39,34.01,35.0,4424.0,918.0,2101.0,888.0,3.9688,<1H OCEAN,371265.06
-118.48,34.31,31.0,1091.0,256.0,892.0,238.0,3.0,<1H OCEAN,174433.81
-119.55,36.52,31.0,1986.0,417.0,1042.0,422.0,3.0294,INLAND,90197.74
-122.26,38.28,24.0,2831.0,502.0,1462.0,503.0,4.5,NEAR BAY,175812.39
-121.04,37.66,11.0,1658.0,301.0,913.0,298.0,4.1705,INLAND,165321.56
-117.26,34.43,11.0,4597.0,782.0,2534.0,776.0,3.3368,INLAND,99924.34
-117.64,34.11,16.0,2129.0,420.0,932.0,379.0,2.5868,INLAND,151542.47
-116.68,33.71,21.0,3460.0,711.0,658.0,255.0,3.5882,INLAND,188208.77
-118.29,33.71,40.0,1644.0,471.0,780.0,416.0,3.1071,NEAR OCEAN,337670.34
-118.34,34.07,52.0,1621.0,284.0,588.0,272.0,6.2223,<1H OCEAN,476142.25
-122.13,37.4,29.0,6027.0,1195.0,2687.0,1171.0,5.1335,NEAR BAY,369654.44
-121.74,39.38,27.0,2596.0,435.0,1100.0,409.0,2.3243,INLAND,80524.36
-118.39,34.28,24.0,4694.0,820.0,3566.0,777.0,4.4818,<1H OCEAN,187334.5
-117.72,34.1,52.0,2867.0,496.0,978.0,513.0,3.1477,INLAND,176828.17
-120.85,37.08,3.0,3425.0,611.0,1588.0,459.0,4.1779,INLAND,167577.69
-122.58,38.46,15.0,2936.0,517.0,1182.0,501.0,3.3981,<1H OCEAN,213369.2
-118.22,33.91,27.0,500.0,159.0,732.0,162.0,2.7426,<1H OCEAN,107583.77
-117.32,34.07,52.0,1226.0,269.0,693.0,272.0,1.9963,INLAND,94219.36
-121.37,38.69,35.0,1851.0,327.0,1007.0,286.0,3.2361,INLAND,96243.99
-118.44,34.26,34.0,325.0,60.0,433.0,83.0,5.5124,<1H OCEAN,214030.4
-118.18,33.78,26.0,3042.0,1253.0,4812.0,1141.0,1.7701,NEAR OCEAN,160094.95
-118.24,34.14,9.0,4877.0,1488.0,4486.0,1458.0,2.4421,<1H OCEAN,191896.4
-117.25,33.12,8.0,8552.0,1437.0,3335.0,1323.0,5.311,NEAR OCEAN,292291.25
-117.83,34.14,26.0,8254.0,1153.0,3460.0,1131.0,6.5253,INLAND,296313.34
-118.1,34.13,47.0,2234.0,276.0,749.0,260.0,15.0001,<1H OCEAN,494419.1
-120.84,38.63,12.0,1313.0,231.0,731.0,232.0,5.7373,INLAND,180898.27
-121.96,37.36,16.0,5040.0,1325.0,3150.0,1196.0,4.2837,<1H OCEAN,244871.28
-122.62,37.97,52.0,370.0,62.0,150.0,56.0,7.7006,NEAR OCEAN,381709.3
-118.48,34.24,32.0,2621.0,412.0,1285.0,414.0,6.6537,<1H OCEAN,352118.03
-118.08,33.76,26.0,996.0,364.0,366.0,313.0,1.2813,<1H OCEAN,126858.9
-117.67,33.6,20.0,1213.0,171.0,565.0,170.0,7.2592,<1H OCEAN,336717.0
-120.97,37.61,16.0,1326.0,375.0,884.0,375.0,1.871,INLAND,119601.17
-118.21,33.96,39.0,2265.0,628.0,2323.0,599.0,2.1522,<1H OCEAN,137197.45
-118.57,34.21,36.0,878.0,167.0,499.0,179.0,4.1181,<1H OCEAN,206178.66
-117.89,33.62,24.0,1016.0,238.0,465.0,236.0,3.0625,<1H OCEAN,298903.8
-120.73,39.63,17.0,1791.0,356.0,432.0,190.0,3.8826,INLAND,117642.37
-116.9,32.9,19.0,3090.0,552.0,1621.0,520.0,4.0806,<1H OCEAN,164022.34
-120.95,37.62,11.0,4981.0,814.0,1934.0,686.0,3.7041,INLAND,170557.62
-118.25,34.1,42.0,598.0,147.0,312.0,144.0,2.625,<1H OCEAN,180713.73
-118.46,34.19,20.0,5992.0,1820.0,4826.0,1632.0,2.7237,<1H OCEAN,186090.78
-117.29,34.03,9.0,8185.0,1525.0,3630.0,1466.0,4.1667,INLAND,144150.45
-117.16,32.78,24.0,3566.0,765.0,1697.0,722.0,3.6375,NEAR OCEAN,210789.42
-118.44,34.07,21.0,730.0,263.0,965.0,224.0,2.0511,<1H OCEAN,316067.8
-117.4,33.9,32.0,1263.0,178.0,508.0,180.0,3.6667,INLAND,155209.5
-121.64,36.8,18.0,5915.0,1000.0,2975.0,975.0,4.5812,<1H OCEAN,248825.64
-119.8,36.72,15.0,1908.0,417.0,1383.0,375.0,1.0472,INLAND,52106.797
-118.54,34.15,26.0,10111.0,1295.0,3599.0,1257.0,10.2292,<1H OCEAN,503986.56
-122.36,37.57,35.0,1774.0,205.0,588.0,207.0,10.7339,NEAR OCEAN,514229.0
-117.17,32.7,33.0,4084.0,897.0,1804.0,833.0,4.0488,NEAR OCEAN,281597.06
-122.02,38.25,10.0,2237.0,454.0,1255.0,429.0,3.1176,INLAND,130237.086
-121.9,39.59,20.0,1465.0,278.0,745.0,250.0,3.0625,INLAND,103435.195
-117.96,33.71,19.0,4328.0,849.0,2243.0,808.0,5.5702,<1H OCEAN,267899.12
-122.07,37.98,12.0,6915.0,1639.0,2940.0,1468.0,4.0154,NEAR BAY,192293.34
-117.84,34.13,26.0,3773.0,694.0,2103.0,688.0,4.6937,INLAND,197323.48
-117.22,32.83,31.0,3958.0,727.0,1924.0,728.0,5.4605,NEAR OCEAN,240735.77
-121.22,38.78,8.0,3418.0,514.0,1312.0,409.0,6.3914,INLAND,262504.8
-122.12,37.65,26.0,162.0,27.0,86.0,25.0,2.375,NEAR BAY,207055.97
-122.04,37.88,32.0,3250.0,550.0,1230.0,557.0,4.6424,NEAR BAY,297602.72
-119.78,36.76,47.0,1425.0,323.0,949.0,325.0,1.7344,INLAND,52079.934
-118.85,34.19,27.0,2287.0,320.0,967.0,321.0,6.5162,<1H OCEAN,316296.16
-117.33,34.53,10.0,3781.0,712.0,2044.0,685.0,3.0943,INLAND,106395.52
-124.14,40.67,23.0,580.0,117.0,320.0,109.0,4.2054,NEAR OCEAN,126261.91
-117.05,32.58,22.0,2101.0,399.0,1551.0,371.0,4.1518,NEAR OCEAN,142890.22
-118.32,33.9,36.0,1520.0,300.0,831.0,291.0,4.0473,<1H OCEAN,193176.89
-118.09,33.92,31.0,1983.0,419.0,1157.0,390.0,3.5455,<1H OCEAN,178246.66
-121.99,37.35,16.0,3249.0,947.0,1637.0,841.0,4.5427,<1H OCEAN,239776.33
-118.27,34.07,27.0,1190.0,,1795.0,422.0,1.7016,<1H OCEAN,183945.94
-122.18,37.44,44.0,2237.0,347.0,948.0,346.0,8.2436,NEAR OCEAN,504150.22
-117.35,33.69,11.0,1229.0,236.0,581.0,190.0,3.102,<1H OCEAN,164683.33
-120.75,37.37,32.0,1656.0,317.0,1037.0,286.0,2.4964,INLAND,100561.64
-117.97,33.88,16.0,2003.0,300.0,1172.0,318.0,6.0394,<1H OCEAN,257034.89
-122.25,38.02,16.0,1803.0,267.0,946.0,266.0,5.7001,NEAR BAY,211556.19
-121.27,38.13,40.0,2402.0,509.0,1197.0,486.0,2.1771,INLAND,80183.164
-118.46,34.03,27.0,1965.0,631.0,1042.0,596.0,2.75,<1H OCEAN,335372.78
-121.26,37.94,43.0,1610.0,412.0,1409.0,365.0,1.7574,INLAND,57636.094
-122.33,37.99,4.0,3999.0,1079.0,1591.0,887.0,3.911,NEAR BAY,168108.89
-121.91,38.02,15.0,2966.0,558.0,1687.0,527.0,3.4817,INLAND,123170.24
-122.64,38.95,28.0,1503.0,370.0,522.0,268.0,1.2029,INLAND,75858.32
-117.25,32.73,39.0,1688.0,256.0,635.0,272.0,4.5938,NEAR OCEAN,387221.16
-122.07,37.94,30.0,1260.0,276.0,707.0,221.0,2.892,NEAR BAY,123593.26
-121.41,38.53,37.0,1058.0,224.0,588.0,231.0,2.9737,INLAND,101624.02
-117.57,33.88,35.0,1755.0,446.0,1453.0,428.0,2.316,INLAND,115221.414
-122.42,37.77,52.0,1176.0,493.0,1136.0,436.0,1.375,NEAR BAY,247734.06
-118.34,33.99,48.0,1172.0,205.0,497.0,190.0,3.825,<1H OCEAN,194830.67
-121.65,36.67,52.0,2351.0,459.0,1169.0,439.0,2.8924,<1H OCEAN,180999.95
-117.22,32.8,23.0,1906.0,525.0,1029.0,491.0,2.93,NEAR OCEAN,186912.45
-117.3,34.17,30.0,2483.0,573.0,1172.0,438.0,1.875,INLAND,83785.45
-118.0,33.66,25.0,4041.0,903.0,1689.0,784.0,4.2289,NEAR OCEAN,363757.66
-118.14,34.13,49.0,4438.0,803.0,1650.0,741.0,5.1072,<1H OCEAN,372826.16
-118.97,37.64,13.0,1907.0,544.0,575.0,234.0,3.0685,INLAND,116787.4
-117.02,32.64,5.0,260.0,41.0,157.0,42.0,6.5151,NEAR OCEAN,316659.38
-120.98,37.69,18.0,3176.0,468.0,1296.0,471.0,5.5684,INLAND,196227.22
-118.43,34.07,38.0,3251.0,656.0,1251.0,593.0,7.7382,<1H OCEAN,513018.94
-117.87,33.89,17.0,1441.0,530.0,769.0,456.0,2.425,<1H OCEAN,153918.56
-118.34,34.06,52.0,2069.0,417.0,826.0,377.0,3.5481,<1H OCEAN,384233.8
-121.98,37.53,28.0,2829.0,566.0,1610.0,540.0,4.6,<1H OCEAN,235738.55
-121.88,39.74,12.0,14631.0,3298.0,7517.0,3262.0,1.6785,INLAND,128264.76
-121.45,38.53,38.0,1746.0,388.0,1142.0,315.0,1.7714,INLAND,67666.56
-122.03,37.38,21.0,2667.0,798.0,1433.0,727.0,3.8732,<1H OCEAN,316990.44
-117.89,33.61,42.0,1301.0,280.0,539.0,249.0,5.0,<1H OCEAN,441010.6
-118.06,33.86,16.0,5603.0,938.0,3045.0,893.0,5.0778,<1H OCEAN,231126.77
-118.26,34.16,19.0,2919.0,857.0,1866.0,811.0,3.1733,<1H OCEAN,233634.67
-118.29,33.91,41.0,2475.0,532.0,1416.0,470.0,3.8372,<1H OCEAN,195542.17
-122.21,37.78,46.0,2239.0,508.0,1390.0,569.0,2.7352,NEAR BAY,137728.64
-117.84,33.74,25.0,1818.0,577.0,1426.0,532.0,3.2104,<1H OCEAN,173642.56
-119.8,36.74,25.0,1717.0,542.0,1343.0,471.0,0.799,INLAND,101372.15
-118.59,35.72,28.0,1491.0,408.0,98.0,48.0,1.4205,INLAND,140026.23
-118.26,34.02,46.0,1249.0,357.0,1607.0,331.0,2.0703,<1H OCEAN,112420.7
-117.98,33.77,22.0,3236.0,673.0,2034.0,662.0,4.0955,<1H OCEAN,199794.9
-122.07,37.95,39.0,2199.0,388.0,1025.0,385.0,4.5893,NEAR BAY,191888.5
-119.27,35.49,39.0,2649.0,572.0,1815.0,547.0,2.3533,INLAND,58657.902
-121.34,38.59,23.0,2912.0,421.0,1132.0,410.0,5.9174,INLAND,220371.28
-118.47,34.04,32.0,2909.0,748.0,1310.0,706.0,4.516,<1H OCEAN,394549.72
-121.7,36.6,19.0,3562.0,530.0,1607.0,505.0,5.0162,<1H OCEAN,257674.4
-118.22,33.98,27.0,1095.0,340.0,1300.0,318.0,2.6548,<1H OCEAN,151567.23
-122.05,37.37,27.0,2687.0,768.0,1362.0,725.0,3.4028,<1H OCEAN,314216.72
-118.26,33.95,44.0,1771.0,378.0,1296.0,399.0,1.6389,<1H OCEAN,102386.0
-119.05,35.4,18.0,1894.0,319.0,846.0,317.0,3.8611,INLAND,100290.61
-118.21,34.05,28.0,1841.0,809.0,3199.0,727.0,1.6319,<1H OCEAN,181318.16
-121.85,36.61,38.0,238.0,,191.0,67.0,1.3897,<1H OCEAN,235385.45
-120.44,37.31,16.0,3369.0,532.0,1770.0,574.0,5.2662,INLAND,134081.64
-121.31,38.26,22.0,1768.0,396.0,1005.0,420.0,1.8846,INLAND,106383.71
-116.47,33.81,7.0,10105.0,2481.0,6274.0,2095.0,2.4497,INLAND,114048.86
-117.18,32.92,4.0,15025.0,2616.0,7560.0,2392.0,5.196,<1H OCEAN,261029.25
-121.29,38.68,12.0,5098.0,1094.0,2029.0,1065.0,3.5444,INLAND,136857.28
-117.38,33.67,17.0,10145.0,2306.0,4776.0,1749.0,2.2423,<1H OCEAN,143712.52
-121.98,38.36,30.0,140.0,35.0,103.0,35.0,4.163,INLAND,93019.086
-117.23,34.15,17.0,5036.0,817.0,2084.0,833.0,4.6445,INLAND,154771.47
-121.4,38.63,30.0,3626.0,834.0,1577.0,806.0,2.517,INLAND,117283.16
-117.96,34.09,6.0,1954.0,534.0,1584.0,496.0,3.1621,INLAND,129904.73
-117.06,32.61,34.0,4325.0,1015.0,2609.0,979.0,2.8489,NEAR OCEAN,155060.88
-121.62,36.14,25.0,726.0,274.0,411.0,214.0,3.2375,NEAR OCEAN,237042.4
-117.08,32.82,10.0,5177.0,856.0,2190.0,816.0,5.9734,<1H OCEAN,270850.25
-117.67,34.13,10.0,2846.0,362.0,1221.0,355.0,7.7234,INLAND,319275.47
-118.4,34.41,22.0,4443.0,560.0,1573.0,496.0,10.0285,<1H OCEAN,450128.56
-117.57,33.93,3.0,1240.0,151.0,519.0,146.0,7.5408,INLAND,256867.28
-117.25,34.14,19.0,5163.0,1229.0,2680.0,1141.0,2.2482,INLAND,94656.74
-118.25,34.02,50.0,180.0,89.0,356.0,76.0,2.1944,<1H OCEAN,103430.016
-122.44,37.77,52.0,2002.0,520.0,939.0,501.0,3.2239,NEAR BAY,417930.53
-118.29,34.16,42.0,413.0,107.0,349.0,107.0,4.3438,<1H OCEAN,221397.38
-118.39,34.2,17.0,2594.0,1028.0,3950.0,973.0,2.0348,<1H OCEAN,179048.67
-117.92,34.12,32.0,2552.0,576.0,2161.0,548.0,2.9459,<1H OCEAN,157214.95
-117.66,34.14,11.0,3628.0,469.0,1488.0,463.0,7.0844,INLAND,304591.2
-119.06,36.07,20.0,2683.0,553.0,1497.0,548.0,1.7031,INLAND,67999.51
-122.23,37.76,52.0,3011.0,542.0,1303.0,535.0,5.1039,NEAR BAY,271183.97
-119.14,35.76,30.0,735.0,137.0,421.0,113.0,2.5625,INLAND,83446.96
-120.23,39.56,14.0,1781.0,346.0,734.0,287.0,2.46,INLAND,106199.06
-121.28,38.59,3.0,4188.0,1136.0,2081.0,995.0,3.0481,INLAND,137354.97
-120.91,39.39,16.0,352.0,105.0,226.0,82.0,1.6094,INLAND,105123.38
-119.58,36.1,21.0,1382.0,327.0,1469.0,355.0,1.3967,INLAND,49294.5
-118.18,33.8,42.0,2301.0,621.0,2114.0,561.0,2.0579,NEAR OCEAN,136738.4
-117.17,32.75,52.0,1052.0,,381.0,201.0,3.0726,NEAR OCEAN,327996.28
-117.06,32.79,21.0,3787.0,492.0,1246.0,457.0,9.6023,<1H OCEAN,410976.1
-117.97,34.13,42.0,683.0,127.0,541.0,138.0,3.4375,INLAND,153271.84
-117.15,32.8,41.0,1413.0,261.0,1070.0,259.0,2.3578,NEAR OCEAN,134617.19
-122.0,38.25,7.0,11768.0,1893.0,6657.0,1874.0,4.9222,INLAND,162184.17
-121.99,37.56,20.0,6462.0,1294.0,3288.0,1235.0,4.3393,<1H OCEAN,243685.61
-118.13,33.89,36.0,599.0,125.0,361.0,139.0,5.0395,<1H OCEAN,222320.56
-118.35,33.88,36.0,1583.0,411.0,1097.0,350.0,4.0737,<1H OCEAN,251682.33
-117.94,33.66,16.0,2095.0,450.0,963.0,411.0,5.5,<1H OCEAN,261151.62
-118.07,33.98,41.0,1478.0,273.0,916.0,281.0,3.9688,<1H OCEAN,176799.84
-118.31,33.89,35.0,2144.0,423.0,1192.0,417.0,4.1458,<1H OCEAN,224962.08
-122.32,37.94,47.0,1911.0,283.0,697.0,275.0,6.2712,NEAR BAY,306631.4
-122.51,37.98,37.0,4801.0,699.0,1830.0,679.0,6.0762,NEAR BAY,398866.12
-118.29,34.01,50.0,2238.0,673.0,2247.0,583.0,1.6505,<1H OCEAN,115764.8
-118.06,33.78,22.0,4048.0,562.0,1637.0,541.0,7.3463,<1H OCEAN,331881.94
-118.87,34.18,21.0,5661.0,1369.0,3188.0,1308.0,3.4676,<1H OCEAN,221019.75
-118.23,33.92,32.0,2698.0,640.0,1953.0,613.0,1.2222,<1H OCEAN,114133.42
-119.08,35.36,12.0,6442.0,1116.0,2966.0,1092.0,4.5791,INLAND,122673.71
-121.33,38.04,15.0,2903.0,440.0,1325.0,423.0,4.5179,INLAND,148913.75
-118.37,34.07,52.0,2203.0,437.0,899.0,384.0,4.25,<1H OCEAN,439673.97
-122.26,38.0,5.0,6265.0,908.0,3326.0,872.0,6.2073,NEAR BAY,241989.64
-119.98,38.93,28.0,1194.0,272.0,494.0,203.0,2.3281,INLAND,100004.74
-121.37,38.66,17.0,4866.0,1056.0,2371.0,1030.0,2.4574,INLAND,115537.5
-117.46,34.08,18.0,3830.0,750.0,2767.0,702.0,3.6602,INLAND,108849.01
-119.98,38.94,23.0,1564.0,298.0,339.0,147.0,4.0417,INLAND,129334.914
-121.94,37.93,16.0,3421.0,427.0,1341.0,428.0,7.5695,INLAND,319171.44
-118.36,34.02,46.0,3745.0,798.0,1502.0,808.0,3.8643,<1H OCEAN,297492.72
-122.63,38.5,19.0,2107.0,332.0,874.0,341.0,5.7819,<1H OCEAN,288290.9
-118.17,33.8,26.0,1589.0,380.0,883.0,366.0,3.5313,NEAR OCEAN,218422.56
-118.14,34.17,40.0,1054.0,251.0,1056.0,276.0,2.3,<1H OCEAN,164598.03
-120.79,38.54,34.0,1133.0,254.0,495.0,187.0,2.05,INLAND,90148.82
-120.31,37.29,40.0,1542.0,341.0,1283.0,341.0,1.6929,INLAND,61478.62
-121.81,37.24,21.0,3250.0,610.0,1978.0,568.0,4.5,<1H OCEAN,222631.33
-122.35,37.93,28.0,1995.0,488.0,1182.0,439.0,2.3352,NEAR BAY,114544.69
-118.13,33.88,32.0,1788.0,459.0,1131.0,461.0,3.5278,<1H OCEAN,203274.44
-118.5,34.46,17.0,10267.0,,4956.0,1483.0,5.5061,<1H OCEAN,250475.58
-121.94,37.26,43.0,2104.0,388.0,1137.0,403.0,4.9236,<1H OCEAN,258616.78
-117.94,33.92,32.0,1053.0,207.0,1038.0,222.0,4.6696,<1H OCEAN,158251.88
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,NEAR BAY,256489.7
-117.85,34.12,30.0,4367.0,1033.0,2524.0,954.0,3.0448,INLAND,170349.1
-122.02,36.98,21.0,1484.0,394.0,984.0,380.0,2.1734,NEAR OCEAN,198417.05
-122.58,37.98,52.0,1180.0,216.0,467.0,197.0,4.9615,NEAR BAY,362237.2
-118.16,33.88,18.0,2287.0,662.0,1804.0,537.0,1.9903,<1H OCEAN,148439.12
-118.24,33.94,37.0,869.0,241.0,1040.0,233.0,2.0,<1H OCEAN,93609.68
-122.22,38.1,44.0,3013.0,563.0,1353.0,512.0,3.4559,NEAR BAY,123491.48
-118.29,34.07,26.0,2302.0,1124.0,2660.0,1004.0,2.3567,<1H OCEAN,255510.89
-122.27,37.85,47.0,2077.0,400.0,719.0,326.0,2.2431,NEAR BAY,193674.42
-121.96,37.53,28.0,2949.0,529.0,1538.0,545.0,4.9615,<1H OCEAN,248203.53
-118.31,34.06,36.0,369.0,147.0,145.0,136.0,0.8804,<1H OCEAN,221323.97
-118.12,34.18,47.0,2344.0,513.0,1537.0,481.0,3.4777,INLAND,197668.14
-117.83,33.88,23.0,2365.0,355.0,1209.0,347.0,6.0132,<1H OCEAN,262678.1
-123.1,39.15,32.0,1143.0,208.0,454.0,188.0,3.8333,<1H OCEAN,139919.81
-118.26,34.02,48.0,1465.0,440.0,1859.0,400.0,1.3134,<1H OCEAN,121084.16
-117.93,33.82,28.0,2444.0,555.0,1848.0,567.0,3.0179,<1H OCEAN,176911.67
-121.13,36.21,27.0,1476.0,352.0,1156.0,358.0,3.1929,<1H OCEAN,133438.52
-121.41,38.62,21.0,3260.0,763.0,1735.0,736.0,2.5162,INLAND,116951.42
-118.39,34.03,28.0,1722.0,536.0,1161.0,481.0,3.2228,<1H OCEAN,325300.44
-121.58,39.76,18.0,1676.0,332.0,733.0,318.0,1.7875,INLAND,88267.914
-117.51,34.16,2.0,718.0,98.0,119.0,50.0,4.1,INLAND,316164.78
-118.19,34.06,47.0,2324.0,658.0,3020.0,594.0,1.1868,<1H OCEAN,143097.05
-118.25,34.15,32.0,1377.0,444.0,768.0,422.0,2.2621,<1H OCEAN,240960.52
-117.2,33.07,5.0,10394.0,1617.0,4496.0,1553.0,5.9289,NEAR OCEAN,317206.38
-117.15,32.92,16.0,1972.0,402.0,1377.0,413.0,4.4615,<1H OCEAN,144983.7
-120.25,37.04,21.0,1724.0,317.0,1006.0,290.0,3.2868,INLAND,105796.55
-118.08,34.08,38.0,1889.0,407.0,1330.0,396.0,3.9219,<1H OCEAN,192735.52
-117.97,33.74,18.0,2814.0,539.0,1439.0,493.0,3.599,<1H OCEAN,205050.75
-116.86,33.02,17.0,401.0,68.0,251.0,69.0,4.6518,<1H OCEAN,178817.66
-121.2,37.8,37.0,311.0,61.0,171.0,54.0,4.0972,INLAND,158741.16
-122.27,38.68,18.0,742.0,142.0,343.0,119.0,3.1563,INLAND,135138.89
-121.08,39.22,30.0,2188.0,,1033.0,437.0,2.1419,INLAND,111401.625
-121.79,37.69,25.0,6296.0,1082.0,3200.0,1047.0,4.5357,INLAND,184206.64
-118.32,34.2,29.0,2209.0,444.0,952.0,403.0,4.375,<1H OCEAN,287453.47
-119.35,35.59,14.0,2719.0,502.0,1497.0,457.0,3.176,INLAND,83270.195
-121.62,39.75,20.0,1173.0,261.0,523.0,258.0,1.0625,INLAND,86801.89
-118.35,34.17,47.0,858.0,170.0,365.0,171.0,2.0385,<1H OCEAN,214554.5
-117.98,33.65,22.0,3592.0,527.0,1598.0,523.0,6.5501,<1H OCEAN,337555.9
-118.21,33.95,35.0,2129.0,614.0,2376.0,618.0,2.0372,<1H OCEAN,137461.31
-120.96,37.66,15.0,2485.0,434.0,1296.0,434.0,3.8542,INLAND,147459.42
-118.77,34.26,26.0,3038.0,468.0,1825.0,468.0,5.6385,<1H OCEAN,215392.66
-117.68,33.57,2.0,10008.0,1453.0,3550.0,1139.0,10.1122,<1H OCEAN,436498.1
-118.61,34.15,32.0,4491.0,815.0,1696.0,749.0,4.9102,<1H OCEAN,403434.34
-117.13,32.74,50.0,1527.0,338.0,728.0,322.0,2.625,NEAR OCEAN,161405.69
-117.35,33.21,24.0,1586.0,262.0,912.0,298.0,4.25,NEAR OCEAN,219261.6
-121.7,37.2,15.0,531.0,154.0,469.0,155.0,4.65,<1H OCEAN,286268.62
-122.24,37.79,47.0,1372.0,395.0,1237.0,303.0,2.125,NEAR BAY,119911.56
-119.63,36.7,42.0,1338.0,215.0,617.0,222.0,3.0833,INLAND,91591.26
-117.87,33.85,33.0,45.0,11.0,34.0,10.0,5.2949,<1H OCEAN,247304.3
-117.9,33.91,33.0,4181.0,804.0,2049.0,834.0,4.3103,<1H OCEAN,207602.61
-121.48,38.55,52.0,2037.0,358.0,811.0,375.0,4.3929,INLAND,168358.44
-122.2,37.89,37.0,3881.0,560.0,1315.0,517.0,7.3195,NEAR BAY,380074.62
-122.44,37.73,52.0,2381.0,492.0,1485.0,447.0,4.3898,NEAR BAY,312567.28
-121.96,37.0,20.0,3847.0,727.0,1725.0,737.0,3.3447,NEAR OCEAN,273969.4
-122.49,41.43,19.0,3689.0,644.0,1544.0,566.0,3.125,INLAND,108485.734
-119.02,35.35,42.0,1239.0,251.0,776.0,272.0,1.983,INLAND,57520.004
-117.89,33.98,5.0,3088.0,711.0,1415.0,641.0,2.5125,<1H OCEAN,198439.2
-120.09,37.02,9.0,1608.0,297.0,1057.0,295.0,3.7143,INLAND,103777.92
-117.95,33.79,34.0,2912.0,520.0,1625.0,501.0,4.4667,<1H OCEAN,205497.69
-122.68,38.25,29.0,1315.0,240.0,650.0,228.0,3.8269,<1H OCEAN,185811.19
-121.85,37.26,16.0,1816.0,241.0,793.0,234.0,6.8194,<1H OCEAN,317568.9
-118.46,34.0,37.0,388.0,83.0,248.0,84.0,5.1664,<1H OCEAN,371896.53
-119.49,37.1,24.0,2532.0,555.0,1564.0,507.0,2.3359,INLAND,79509.43
-119.78,36.83,11.0,2754.0,663.0,1328.0,604.0,2.3667,INLAND,81771.38
-121.69,36.52,15.0,4037.0,586.0,1596.0,557.0,8.0922,<1H OCEAN,409344.0
-123.22,39.15,36.0,1166.0,216.0,504.0,203.0,3.5938,<1H OCEAN,144878.95
