longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-118.39,34.01,35.0,4424.0,918.0,2101.0,888.0,3.9688,<1H OCEAN
-118.48,34.31,31.0,1091.0,256.0,892.0,238.0,3.0,<1H OCEAN
-119.55,36.52,31.0,1986.0,417.0,1042.0,422.0,3.0294,INLAND
-122.26,38.28,24.0,2831.0,502.0,1462.0,503.0,4.5,NEAR BAY
-121.04,37.66,11.0,1658.0,301.0,913.0,298.0,4.1705,INLAND
-117.26,34.43,11.0,4597.0,782.0,2534.0,776.0,3.3368,INLAND
-117.64,34.11,16.0,2129.0,420.0,932.0,379.0,2.5868,INLAND
-116.68,33.71,21.0,3460.0,711.0,658.0,255.0,3.5882,INLAND
-118.29,33.71,40.0,1644.0,471.0,780.0,416.0,3.1071,NEAR OCEAN
-118.34,34.07,52.0,1621.0,284.0,588.0,272.0,6.2223,<1H OCEAN
-122.13,37.4,29.0,6027.0,1195.0,2687.0,1171.0,5.1335,NEAR BAY
-121.74,39.38,27.0,2596.0,435.0,1100.0,409.0,2.3243,INLAND
-118.39,34.28,24.0,4694.0,820.0,3566.0,777.0,4.4818,<1H OCEAN
-117.72,34.1,52.0,2867.0,496.0,978.0,513.0,3.1477,INLAND
-120.85,37.08,3.0,3425.0,611.0,1588.0,459.0,4.1779,INLAND
-122.58,38.46,15.0,2936.0,517.0,1182.0,501.0,3.3981,<1H OCEAN
-118.22,33.91,27.0,500.0,159.0,732.0,162.0,2.7426,<1H OCEAN
-117.32,34.07,52.0,1226.0,269.0,693.0,272.0,1.9963,INLAND
-121.37,38.69,35.0,1851.0,327.0,1007.0,286.0,3.2361,INLAND
-118.44,34.26,34.0,325.0,60.0,433.0,83.0,5.5124,<1H OCEAN
-118.18,33.78,26.0,3042.0,1253.0,4812.0,1141.0,1.7701,NEAR OCEAN
-118.24,34.14,9.0,4877.0,1488.0,4486.0,1458.0,2.4421,<1H OCEAN
-117.25,33.12,8.0,8552.0,1437.0,3335.0,1323.0,5.311,NEAR OCEAN
-117.83,34.14,26.0,8254.0,1153.0,3460.0,1131.0,6.5253,INLAND
-118.1,34.13,47.0,2234.0,276.0,749.0,260.0,15.0001,<1H OCEAN
-120.84,38.63,12.0,1313.0,231.0,731.0,232.0,5.7373,INLAND
-121.96,37.36,16.0,5040.0,1325.0,3150.0,1196.0,4.2837,<1H OCEAN
-122.62,37.97,52.0,370.0,62.0,150.0,56.0,7.7006,NEAR OCEAN
-118.48,34.24,32.0,2621.0,412.0,1285.0,414.0,6.6537,<1H OCEAN
-118.08,33.76,26.0,996.0,364.0,366.0,313.0,1.2813,<1H OCEAN
-117.67,33.6,20.0,1213.0,171.0,565.0,170.0,7.2592,<1H OCEAN
-120.97,37.61,16.0,1326.0,375.0,884.0,375.0,1.871,INLAND
-118.21,33.96,39.0,2265.0,628.0,2323.0,599.0,2.1522,<1H OCEAN
-118.57,34.21,36.0,878.0,167.0,499.0,179.0,4.1181,<1H OCEAN
-117.89,33.62,24.0,1016.0,238.0,465.0,236.0,3.0625,<1H OCEAN
-120.73,39.63,17.0,1791.0,356.0,432.0,190.0,3.8826,INLAND
-116.9,32.9,19.0,3090.0,552.0,1621.0,520.0,4.0806,<1H OCEAN
-120.95,37.62,11.0,4981.0,814.0,1934.0,686.0,3.7041,INLAND
-118.25,34.1,42.0,598.0,147.0,312.0,144.0,2.625,<1H OCEAN
-118.46,34.19,20.0,5992.0,1820.0,4826.0,1632.0,2.7237,<1H OCEAN
-117.29,34.03,9.0,8185.0,1525.0,3630.0,1466.0,4.1667,INLAND
-117.16,32.78,24.0,3566.0,765.0,1697.0,722.0,3.6375,NEAR OCEAN
-118.44,34.07,21.0,730.0,263.0,965.0,224.0,2.0511,<1H OCEAN
-117.4,33.9,32.0,1263.0,178.0,508.0,180.0,3.6667,INLAND
-121.64,36.8,18.0,5915.0,1000.0,2975.0,975.0,4.5812,<1H OCEAN
-119.8,36.72,15.0,1908.0,417.0,1383.0,375.0,1.0472,INLAND
-118.54,34.15,26.0,10111.0,1295.0,3599.0,1257.0,10.2292,<1H OCEAN
-122.36,37.57,35.0,1774.0,205.0,588.0,207.0,10.7339,NEAR OCEAN
-117.17,32.7,33.0,4084.0,897.0,1804.0,833.0,4.0488,NEAR OCEAN
-122.02,38.25,10.0,2237.0,454.0,1255.0,429.0,3.1176,INLAND
-121.9,39.59,20.0,1465.0,278.0,745.0,250.0,3.0625,INLAND
-117.96,33.71,19.0,4328.0,849.0,2243.0,808.0,5.5702,<1H OCEAN
-122.07,37.98,12.0,6915.0,1639.0,2940.0,1468.0,4.0154,NEAR BAY
-117.84,34.13,26.0,3773.0,694.0,2103.0,688.0,4.6937,INLAND
-117.22,32.83,31.0,3958.0,727.0,1924.0,728.0,5.4605,NEAR OCEAN
-121.22,38.78,8.0,3418.0,514.0,1312.0,409.0,6.3914,INLAND
-122.12,37.65,26.0,162.0,27.0,86.0,25.0,2.375,NEAR BAY
-122.04,37.88,32.0,3250.0,550.0,1230.0,557.0,4.6424,NEAR BAY
-119.78,36.76,47.0,1425.0,323.0,949.0,325.0,1.7344,INLAND
-118.85,34.19,27.0,2287.0,320.0,967.0,321.0,6.5162,<1H OCEAN
-117.33,34.53,10.0,3781.0,712.0,2044.0,685.0,3.0943,INLAND
-124.14,40.67,23.0,580.0,117.0,320.0,109.0,4.2054,NEAR OCEAN
-117.05,32.58,22.0,2101.0,399.0,1551.0,371.0,4.1518,NEAR OCEAN
-118.32,33.9,36.0,1520.0,300.0,831.0,291.0,4.0473,<1H OCEAN
-118.09,33.92,31.0,1983.0,419.0,1157.0,390.0,3.5455,<1H OCEAN
-121.99,37.35,16.0,3249.0,947.0,1637.0,841.0,4.5427,<1H OCEAN
-118.27,34.07,27.0,1190.0,,1795.0,422.0,1.7016,<1H OCEAN
-122.18,37.44,44.0,2237.0,347.0,948.0,346.0,8.2436,NEAR OCEAN
-117.35,33.69,11.0,1229.0,236.0,581.0,190.0,3.102,<1H OCEAN
-120.75,37.37,32.0,1656.0,317.0,1037.0,286.0,2.4964,INLAND
-117.97,33.88,16.0,2003.0,300.0,1172.0,318.0,6.0394,<1H OCEAN
-122.25,38.02,16.0,1803.0,267.0,946.0,266.0,5.7001,NEAR BAY
-121.27,38.13,40.0,2402.0,509.0,1197.0,486.0,2.1771,INLAND
-118.46,34.03,27.0,1965.0,631.0,1042.0,596.0,2.75,<1H OCEAN
-121.26,37.94,43.0,1610.0,412.0,1409.0,365.0,1.7574,INLAND
-122.33,37.99,4.0,3999.0,1079.0,1591.0,887.0,3.911,NEAR BAY
-121.91,38.02,15.0,2966.0,558.0,1687.0,527.0,3.4817,INLAND
-122.64,38.95,28.0,1503.0,370.0,522.0,268.0,1.2029,INLAND
-117.25,32.73,39.0,1688.0,256.0,635.0,272.0,4.5938,NEAR OCEAN
-122.07,37.94,30.0,1260.0,276.0,707.0,221.0,2.892,NEAR BAY
-121.41,38.53,37.0,1058.0,224.0,588.0,231.0,2.9737,INLAND
-117.57,33.88,35.0,1755.0,446.0,1453.0,428.0,2.316,INLAND
-122.42,37.77,52.0,1176.0,493.0,1136.0,436.0,1.375,NEAR BAY
-118.34,33.99,48.0,1172.0,205.0,497.0,190.0,3.825,<1H OCEAN
-121.65,36.67,52.0,2351.0,459.0,1169.0,439.0,2.8924,<1H OCEAN
-117.22,32.8,23.0,1906.0,525.0,1029.0,491.0,2.93,NEAR OCEAN
-117.3,34.17,30.0,2483.0,573.0,1172.0,438.0,1.875,INLAND
-118.0,33.66,25.0,4041.0,903.0,1689.0,784.0,4.2289,NEAR OCEAN
-118.14,34.13,49.0,4438.0,803.0,1650.0,741.0,5.1072,<1H OCEAN
-118.97,37.64,13.0,1907.0,544.0,575.0,234.0,3.0685,INLAND
-117.02,32.64,5.0,260.0,41.0,157.0,42.0,6.5151,NEAR OCEAN
-120.98,37.69,18.0,3176.0,468.0,1296.0,471.0,5.5684,INLAND
-118.43,34.07,38.0,3251.0,656.0,1251.0,593.0,7.7382,<1H OCEAN
-117.87,33.89,17.0,1441.0,530.0,769.0,456.0,2.425,<1H OCEAN
-118.34,34.06,52.0,2069.0,417.0,826.0,377.0,3.5481,<1H OCEAN
-121.98,37.53,28.0,2829.0,566.0,1610.0,540.0,4.6,<1H OCEAN
-121.88,39.74,12.0,14631.0,3298.0,7517.0,3262.0,1.6785,INLAND
-121.45,38.53,38.0,1746.0,388.0,1142.0,315.0,1.7714,INLAND
-122.03,37.38,21.0,2667.0,798.0,1433.0,727.0,3.8732,<1H OCEAN
-117.89,33.61,42.0,1301.0,280.0,539.0,249.0,5.0,<1H OCEAN
-118.06,33.86,16.0,5603.0,938.0,3045.0,893.0,5.0778,<1H OCEAN
-118.26,34.16,19.0,2919.0,857.0,1866.0,811.0,3.1733,<1H OCEAN
-118.29,33.91,41.0,2475.0,532.0,1416.0,470.0,3.8372,<1H OCEAN
-122.21,37.78,46.0,2239.0,508.0,1390.0,569.0,2.7352,NEAR BAY
-117.84,33.74,25.0,1818.0,577.0,1426.0,532.0,3.2104,<1H OCEAN
-119.8,36.74,25.0,1717.0,542.0,1343.0,471.0,0.799,INLAND
-118.59,35.72,28.0,1491.0,408.0,98.0,48.0,1.4205,INLAND
-118.26,34.02,46.0,1249.0,357.0,1607.0,331.0,2.0703,<1H OCEAN
-117.98,33.77,22.0,3236.0,673.0,2034.0,662.0,4.0955,<1H OCEAN
-122.07,37.95,39.0,2199.0,388.0,1025.0,385.0,4.5893,NEAR BAY
-119.27,35.49,39.0,2649.0,572.0,1815.0,547.0,2.3533,INLAND
-121.34,38.59,23.0,2912.0,421.0,1132.0,410.0,5.9174,INLAND
-118.47,34.04,32.0,2909.0,748.0,1310.0,706.0,4.516,<1H OCEAN
-121.7,36.6,19.0,3562.0,530.0,1607.0,505.0,5.0162,<1H OCEAN
-118.22,33.98,27.0,1095.0,340.0,1300.0,318.0,2.6548,<1H OCEAN
-122.05,37.37,27.0,2687.0,768.0,1362.0,725.0,3.4028,<1H OCEAN
-118.26,33.95,44.0,1771.0,378.0,1296.0,399.0,1.6389,<1H OCEAN
-119.05,35.4,18.0,1894.0,319.0,846.0,317.0,3.8611,INLAND
-118.21,34.05,28.0,1841.0,809.0,3199.0,727.0,1.6319,<1H OCEAN
-121.85,36.61,38.0,238.0,,191.0,67.0,1.3897,<1H OCEAN
-120.44,37.31,16.0,3369.0,532.0,1770.0,574.0,5.2662,INLAND
-121.31,38.26,22.0,1768.0,396.0,1005.0,420.0,1.8846,INLAND
-116.47,33.81,7.0,10105.0,2481.0,6274.0,2095.0,2.4497,INLAND
-117.18,32.92,4.0,15025.0,2616.0,7560.0,2392.0,5.196,<1H OCEAN
-121.29,38.68,12.0,5098.0,1094.0,2029.0,1065.0,3.5444,INLAND
-117.38,33.67,17.0,10145.0,2306.0,4776.0,1749.0,2.2423,<1H OCEAN
-121.98,38.36,30.0,140.0,35.0,103.0,35.0,4.163,INLAND
-117.23,34.15,17.0,5036.0,817.0,2084.0,833.0,4.6445,INLAND
-121.4,38.63,30.0,3626.0,834.0,1577.0,806.0,2.517,INLAND
-117.96,34.09,6.0,1954.0,534.0,1584.0,496.0,3.1621,INLAND
-117.06,32.61,34.0,4325.0,1015.0,2609.0,979.0,2.8489,NEAR OCEAN
-121.62,36.14,25.0,726.0,274.0,411.0,214.0,3.2375,NEAR OCEAN
-117.08,32.82,10.0,5177.0,856.0,2190.0,816.0,5.9734,<1H OCEAN
-117.67,34.13,10.0,2846.0,362.0,1221.0,355.0,7.7234,INLAND
-118.4,34.41,22.0,4443.0,560.0,1573.0,496.0,10.0285,<1H OCEAN
-117.57,33.93,3.0,1240.0,151.0,519.0,146.0,7.5408,INLAND
-117.25,34.14,19.0,5163.0,1229.0,2680.0,1141.0,2.2482,INLAND
-118.25,34.02,50.0,180.0,89.0,356.0,76.0,2.1944,<1H OCEAN
-122.44,37.77,52.0,2002.0,520.0,939.0,501.0,3.2239,NEAR BAY
-118.29,34.16,42.0,413.0,107.0,349.0,107.0,4.3438,<1H OCEAN
-118.39,34.2,17.0,2594.0,1028.0,3950.0,973.0,2.0348,<1H OCEAN
-117.92,34.12,32.0,2552.0,576.0,2161.0,548.0,2.9459,<1H OCEAN
-117.66,34.14,11.0,3628.0,469.0,1488.0,463.0,7.0844,INLAND
-119.06,36.07,20.0,2683.0,553.0,1497.0,548.0,1.7031,INLAND
-122.23,37.76,52.0,3011.0,542.0,1303.0,535.0,5.1039,NEAR BAY
-119.14,35.76,30.0,735.0,137.0,421.0,113.0,2.5625,INLAND
-120.23,39.56,14.0,1781.0,346.0,734.0,287.0,2.46,INLAND
-121.28,38.59,3.0,4188.0,1136.0,2081.0,995.0,3.0481,INLAND
-120.91,39.39,16.0,352.0,105.0,226.0,82.0,1.6094,INLAND
-119.58,36.1,21.0,1382.0,327.0,1469.0,355.0,1.3967,INLAND
-118.18,33.8,42.0,2301.0,621.0,2114.0,561.0,2.0579,NEAR OCEAN
-117.17,32.75,52.0,1052.0,,381.0,201.0,3.0726,NEAR OCEAN
-117.06,32.79,21.0,3787.0,492.0,1246.0,457.0,9.6023,<1H OCEAN
-117.97,34.13,42.0,683.0,127.0,541.0,138.0,3.4375,INLAND
-117.15,32.8,41.0,1413.0,261.0,1070.0,259.0,2.3578,NEAR OCEAN
-122.0,38.25,7.0,11768.0,1893.0,6657.0,1874.0,4.9222,INLAND
-121.99,37.56,20.0,6462.0,1294.0,3288.0,1235.0,4.3393,<1H OCEAN
-118.13,33.89,36.0,599.0,125.0,361.0,139.0,5.0395,<1H OCEAN
-118.35,33.88,36.0,1583.0,411.0,1097.0,350.0,4.0737,<1H OCEAN
-117.94,33.66,16.0,2095.0,450.0,963.0,411.0,5.5,<1H OCEAN
-118.07,33.98,41.0,1478.0,273.0,916.0,281.0,3.9688,<1H OCEAN
-118.31,33.89,35.0,2144.0,423.0,1192.0,417.0,4.1458,<1H OCEAN
-122.32,37.94,47.0,1911.0,283.0,697.0,275.0,6.2712,NEAR BAY
-122.51,37.98,37.0,4801.0,699.0,1830.0,679.0,6.0762,NEAR BAY
-118.29,34.01,50.0,2238.0,673.0,2247.0,583.0,1.6505,<1H OCEAN
-118.06,33.78,22.0,4048.0,562.0,1637.0,541.0,7.3463,<1H OCEAN
-118.87,34.18,21.0,5661.0,1369.0,3188.0,1308.0,3.4676,<1H OCEAN
-118.23,33.92,32.0,2698.0,640.0,1953.0,613.0,1.2222,<1H OCEAN
-119.08,35.36,12.0,6442.0,1116.0,2966.0,1092.0,4.5791,INLAND
-121.33,38.04,15.0,2903.0,440.0,1325.0,423.0,4.5179,INLAND
-118.37,34.07,52.0,2203.0,437.0,899.0,384.0,4.25,<1H OCEAN
-122.26,38.0,5.0,6265.0,908.0,3326.0,872.0,6.2073,NEAR BAY
-119.98,38.93,28.0,1194.0,272.0,494.0,203.0,2.3281,INLAND
-121.37,38.66,17.0,4866.0,1056.0,2371.0,1030.0,2.4574,INLAND
-117.46,34.08,18.0,3830.0,750.0,2767.0,702.0,3.6602,INLAND
-119.98,38.94,23.0,1564.0,298.0,339.0,147.0,4.0417,INLAND
-121.94,37.93,16.0,3421.0,427.0,1341.0,428.0,7.5695,INLAND
-118.36,34.02,46.0,3745.0,798.0,1502.0,808.0,3.8643,<1H OCEAN
-122.63,38.5,19.0,2107.0,332.0,874.0,341.0,5.7819,<1H OCEAN
-118.17,33.8,26.0,1589.0,380.0,883.0,366.0,3.5313,NEAR OCEAN
-118.14,34.17,40.0,1054.0,251.0,1056.0,276.0,2.3,<1H OCEAN
-120.79,38.54,34.0,1133.0,254.0,495.0,187.0,2.05,INLAND
-120.31,37.29,40.0,1542.0,341.0,1283.0,341.0,1.6929,INLAND
-121.81,37.24,21.0,3250.0,610.0,1978.0,568.0,4.5,<1H OCEAN
-122.35,37.93,28.0,1995.0,488.0,1182.0,439.0,2.3352,NEAR BAY
-118.13,33.88,32.0,1788.0,459.0,1131.0,461.0,3.5278,<1H OCEAN
-118.5,34.46,17.0,10267.0,,4956.0,1483.0,5.5061,<1H OCEAN
-121.94,37.26,43.0,2104.0,388.0,1137.0,403.0,4.9236,<1H OCEAN
-117.94,33.92,32.0,1053.0,207.0,1038.0,222.0,4.6696,<1H OCEAN
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,NEAR BAY
-117.85,34.12,30.0,4367.0,1033.0,2524.0,954.0,3.0448,INLAND
-122.02,36.98,21.0,1484.0,394.0,984.0,380.0,2.1734,NEAR OCEAN
-122.58,37.98,52.0,1180.0,216.0,467.0,197.0,4.9615,NEAR BAY
-118.16,33.88,18.0,2287.0,662.0,1804.0,537.0,1.9903,<1H OCEAN
-118.24,33.94,37.0,869.0,241.0,1040.0,233.0,2.0,<1H OCEAN
-122.22,38.1,44.0,3013.0,563.0,1353.0,512.0,3.4559,NEAR BAY
-118.29,34.07,26.0,2302.0,1124.0,2660.0,1004.0,2.3567,<1H OCEAN
-122.27,37.85,47.0,2077.0,400.0,719.0,326.0,2.2431,NEAR BAY
-121.96,37.53,28.0,2949.0,529.0,1538.0,545.0,4.9615,<1H OCEAN
-118.31,34.06,36.0,369.0,147.0,145.0,136.0,0.8804,<1H OCEAN
-118.12,34.18,47.0,2344.0,513.0,1537.0,481.0,3.4777,INLAND
-117.83,33.88,23.0,2365.0,355.0,1209.0,347.0,6.0132,<1H OCEAN
-123.1,39.15,32.0,1143.0,208.0,454.0,188.0,3.8333,<1H OCEAN
-118.26,34.02,48.0,1465.0,440.0,1859.0,400.0,1.3134,<1H OCEAN
-117.93,33.82,28.0,2444.0,555.0,1848.0,567.0,3.0179,<1H OCEAN
-121.13,36.21,27.0,1476.0,352.0,1156.0,358.0,3.1929,<1H OCEAN
-121.41,38.62,21.0,3260.0,763.0,1735.0,736.0,2.5162,INLAND
-118.39,34.03,28.0,1722.0,536.0,1161.0,481.0,3.2228,<1H OCEAN
-121.58,39.76,18.0,1676.0,332.0,733.0,318.0,1.7875,INLAND
-117.51,34.16,2.0,718.0,98.0,119.0,50.0,4.1,INLAND
-118.19,34.06,47.0,2324.0,658.0,3020.0,594.0,1.1868,<1H OCEAN
-118.25,34.15,32.0,1377.0,444.0,768.0,422.0,2.2621,<1H OCEAN
-117.2,33.07,5.0,10394.0,1617.0,4496.0,1553.0,5.9289,NEAR OCEAN
-117.15,32.92,16.0,1972.0,402.0,1377.0,413.0,4.4615,<1H OCEAN
-120.25,37.04,21.0,1724.0,317.0,1006.0,290.0,3.2868,INLAND
-118.08,34.08,38.0,1889.0,407.0,1330.0,396.0,3.9219,<1H OCEAN
-117.97,33.74,18.0,2814.0,539.0,1439.0,493.0,3.599,<1H OCEAN
-116.86,33.02,17.0,401.0,68.0,251.0,69.0,4.6518,<1H OCEAN
-121.2,37.8,37.0,311.0,61.0,171.0,54.0,4.0972,INLAND
-122.27,38.68,18.0,742.0,142.0,343.0,119.0,3.1563,INLAND
-121.08,39.22,30.0,2188.0,,1033.0,437.0,2.1419,INLAND
-121.79,37.69,25.0,6296.0,1082.0,3200.0,1047.0,4.5357,INLAND
-118.32,34.2,29.0,2209.0,444.0,952.0,403.0,4.375,<1H OCEAN
-119.35,35.59,14.0,2719.0,502.0,1497.0,457.0,3.176,INLAND
-121.62,39.75,20.0,1173.0,261.0,523.0,258.0,1.0625,INLAND
-118.35,34.17,47.0,858.0,170.0,365.0,171.0,2.0385,<1H OCEAN
-117.98,33.65,22.0,3592.0,527.0,1598.0,523.0,6.5501,<1H OCEAN
-118.21,33.95,35.0,2129.0,614.0,2376.0,618.0,2.0372,<1H OCEAN
-120.96,37.66,15.0,2485.0,434.0,1296.0,434.0,3.8542,INLAND
-118.77,34.26,26.0,3038.0,468.0,1825.0,468.0,5.6385,<1H OCEAN
-117.68,33.57,2.0,10008.0,1453.0,3550.0,1139.0,10.1122,<1H OCEAN
-118.61,34.15,32.0,4491.0,815.0,1696.0,749.0,4.9102,<1H OCEAN
-117.13,32.74,50.0,1527.0,338.0,728.0,322.0,2.625,NEAR OCEAN
-117.35,33.21,24.0,1586.0,262.0,912.0,298.0,4.25,NEAR OCEAN
-121.7,37.2,15.0,531.0,154.0,469.0,155.0,4.65,<1H OCEAN
-122.24,37.79,47.0,1372.0,395.0,1237.0,303.0,2.125,NEAR BAY
-119.63,36.7,42.0,1338.0,215.0,617.0,222.0,3.0833,INLAND
-117.87,33.85,33.0,45.0,11.0,34.0,10.0,5.2949,<1H OCEAN
-117.9,33.91,33.0,4181.0,804.0,2049.0,834.0,4.3103,<1H OCEAN
-121.48,38.55,52.0,2037.0,358.0,811.0,375.0,4.3929,INLAND
-122.2,37.89,37.0,3881.0,560.0,1315.0,517.0,7.3195,NEAR BAY
-122.44,37.73,52.0,2381.0,492.0,1485.0,447.0,4.3898,NEAR BAY
-121.96,37.0,20.0,3847.0,727.0,1725.0,737.0,3.3447,NEAR OCEAN
-122.49,41.43,19.0,3689.0,644.0,1544.0,566.0,3.125,INLAND
-119.02,35.35,42.0,1239.0,251.0,776.0,272.0,1.983,INLAND
-117.89,33.98,5.0,3088.0,711.0,1415.0,641.0,2.5125,<1H OCEAN
-120.09,37.02,9.0,1608.0,297.0,1057.0,295.0,3.7143,INLAND
-117.95,33.79,34.0,2912.0,520.0,1625.0,501.0,4.4667,<1H OCEAN
-122.68,38.25,29.0,1315.0,240.0,650.0,228.0,3.8269,<1H OCEAN
-121.85,37.26,16.0,1816.0,241.0,793.0,234.0,6.8194,<1H OCEAN
-118.46,34.0,37.0,388.0,83.0,248.0,84.0,5.1664,<1H OCEAN
-119.49,37.1,24.0,2532.0,555.0,1564.0,507.0,2.3359,INLAND
-119.78,36.83,11.0,2754.0,663.0,1328.0,604.0,2.3667,INLAND
-121.69,36.52,15.0,4037.0,586.0,1596.0,557.0,8.0922,<1H OCEAN
-123.22,39.15,36.0,1166.0,216.0,504.0,203.0,3.5938,<1H OCEAN
-122.45,37.7,46.0,2193.0,499.0,1814.0,489.0,4.0125,NEAR OCEAN
-121.91,37.26,32.0,3776.0,620.0,1790.0,612.0,5.4675,<1H OCEAN
-118.13,34.11,52.0,2568.0,345.0,1102.0,345.0,9.1373,<1H OCEAN
-122.43,37.79,24.0,2459.0,1001.0,1362.0,957.0,2.6782,NEAR BAY
-117.94,34.03,35.0,1499.0,289.0,1112.0,268.0,3.83,<1H OCEAN
-118.33,34.1,48.0,1116.0,524.0,1610.0,483.0,1.625,<1H OCEAN
-121.3,38.73,9.0,5558.0,1099.0,2717.0,1043.0,3.6455,INLAND
-117.98,34.02,33.0,3512.0,632.0,1971.0,598.0,4.4653,<1H OCEAN
-116.88,33.02,16.0,3204.0,541.0,1818.0,529.0,5.2596,<1H OCEAN
-117.15,32.76,40.0,1809.0,474.0,826.0,456.0,2.6518,NEAR OCEAN
-119.05,35.32,11.0,7035.0,1455.0,3525.0,1387.0,3.4827,INLAND
-118.28,33.94,44.0,1631.0,338.0,1197.0,355.0,3.0788,<1H OCEAN
-118.3,34.06,20.0,1782.0,896.0,1749.0,823.0,2.2094,<1H OCEAN
-120.21,36.98,21.0,1667.0,303.0,861.0,276.0,2.6012,INLAND
-118.19,34.04,43.0,1682.0,422.0,1706.0,409.0,2.1029,<1H OCEAN
-121.07,39.04,9.0,2374.0,372.0,884.0,333.0,4.5042,INLAND
-120.98,37.65,36.0,826.0,167.0,432.0,150.0,2.5,INLAND
-122.17,39.94,32.0,2352.0,477.0,1316.0,447.0,2.2292,INLAND
-123.24,39.81,25.0,1435.0,304.0,746.0,259.0,1.7788,INLAND
-122.34,37.94,42.0,2206.0,451.0,989.0,444.0,3.125,NEAR BAY
-122.84,38.42,29.0,2756.0,551.0,1381.0,531.0,2.9625,<1H OCEAN
-121.96,37.29,24.0,1240.0,263.0,690.0,276.0,5.0,<1H OCEAN
-121.94,38.37,17.0,7973.0,1591.0,2899.0,1502.0,2.8357,INLAND
-118.42,34.14,27.0,3990.0,892.0,1417.0,800.0,4.0439,<1H OCEAN
-122.38,37.73,40.0,543.0,,259.0,89.0,2.2167,NEAR BAY
-118.09,34.12,38.0,1713.0,285.0,779.0,286.0,5.6152,<1H OCEAN
-119.06,34.22,13.0,4175.0,1321.0,2257.0,1271.0,3.1446,<1H OCEAN
-116.9,32.79,21.0,3770.0,491.0,1410.0,446.0,6.7685,<1H OCEAN
-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,NEAR BAY
-117.97,34.05,34.0,2050.0,495.0,1832.0,465.0,2.8333,<1H OCEAN
-116.39,33.69,10.0,11659.0,2007.0,2186.0,1083.0,6.9833,INLAND
-116.94,32.8,28.0,3042.0,729.0,1964.0,703.0,2.4141,<1H OCEAN
-119.7,34.43,52.0,977.0,289.0,412.0,272.0,2.125,<1H OCEAN
-121.93,37.05,14.0,679.0,108.0,306.0,113.0,6.4214,<1H OCEAN
-122.07,37.33,13.0,2173.0,349.0,891.0,345.0,8.0158,<1H OCEAN
-118.21,34.17,24.0,8590.0,1231.0,3401.0,1178.0,8.1325,<1H OCEAN
-117.26,32.97,25.0,2582.0,495.0,1088.0,471.0,6.4651,NEAR OCEAN
-119.18,34.19,36.0,4519.0,1081.0,4818.0,1061.0,2.8561,NEAR OCEAN
-121.51,38.57,36.0,613.0,166.0,425.0,147.0,2.2031,INLAND
-121.81,37.26,16.0,1911.0,327.0,1158.0,332.0,5.9359,<1H OCEAN
-117.22,33.14,5.0,4576.0,848.0,2314.0,705.0,5.0123,NEAR OCEAN
-122.11,37.11,46.0,1993.0,404.0,850.0,327.0,5.208,NEAR OCEAN
-122.03,37.27,25.0,4460.0,553.0,1608.0,561.0,10.7958,<1H OCEAN
-122.02,37.92,26.0,5077.0,640.0,1872.0,636.0,7.4713,NEAR BAY
-118.47,34.19,41.0,1104.0,196.0,495.0,196.0,5.0929,<1H OCEAN
-124.1,40.5,30.0,1927.0,393.0,996.0,374.0,2.2357,<1H OCEAN
-119.67,34.42,23.0,1333.0,393.0,1369.0,381.0,2.5947,<1H OCEAN
-122.12,37.37,37.0,1446.0,181.0,549.0,190.0,10.7355,NEAR BAY
-118.22,34.1,33.0,1903.0,386.0,1187.0,340.0,4.0469,<1H OCEAN
-119.85,36.8,14.0,1876.0,324.0,1031.0,311.0,3.6563,INLAND
-118.55,34.03,35.0,9075.0,1858.0,3646.0,1724.0,6.0307,<1H OCEAN
-122.15,37.72,47.0,1190.0,251.0,540.0,266.0,3.375,NEAR BAY
-122.27,40.53,17.0,2255.0,416.0,1171.0,411.0,2.875,INLAND
-122.26,37.8,20.0,2373.0,779.0,1659.0,676.0,1.6929,NEAR BAY
-117.18,32.83,31.0,1772.0,353.0,1090.0,350.0,3.9265,NEAR OCEAN
-118.43,34.29,39.0,1769.0,410.0,1499.0,390.0,3.1212,<1H OCEAN
-122.24,37.79,43.0,1626.0,376.0,1284.0,357.0,2.2542,NEAR BAY
-117.8,33.68,5.0,623.0,146.0,396.0,136.0,3.631,<1H OCEAN
-118.12,33.91,36.0,2053.0,386.0,1023.0,394.0,3.0,<1H OCEAN
-122.29,37.54,39.0,1459.0,285.0,761.0,291.0,5.0081,NEAR OCEAN
-123.25,38.54,27.0,3658.0,764.0,1278.0,518.0,3.3536,NEAR OCEAN
-117.61,33.67,3.0,4541.0,720.0,1600.0,583.0,6.8004,<1H OCEAN
-117.03,32.6,26.0,1335.0,224.0,742.0,215.0,5.152,NEAR OCEAN
-118.41,33.96,44.0,1802.0,306.0,753.0,282.0,6.0286,<1H OCEAN
-122.26,38.11,52.0,793.0,216.0,505.0,194.0,1.9667,NEAR BAY
-120.6,37.35,34.0,1722.0,316.0,904.0,315.0,2.4653,INLAND
-118.09,34.05,22.0,1764.0,357.0,1379.0,363.0,3.5357,<1H OCEAN
